amt,gender,city_pop,is_fraud,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
56.61,1,1690,0,43.0,8,2019,0.677,0.522,1,0,0,0,0,0,0,0,0,0,0,0,0
6.78,0,1661,0,30.0,6,2019,0.626,0.389,0,0,0,0,0,0,0,0,0,0,0,1,0
10.87,0,51,0,59.0,6,2020,0.277,0.214,0,0,0,0,1,0,0,0,0,0,0,0,0
51.71,1,565,0,41.0,11,2019,0.0,0.126,1,0,0,0,0,0,0,0,0,0,0,0,0
109.92,1,277,0,53.0,8,2019,0.248,0.112,0,0,0,1,0,0,0,0,0,0,0,0,0
41.63,1,190178,0,45.0,3,2019,0.855,0.554,0,0,0,1,0,0,0,0,0,0,0,0,0
18.14,0,1725,0,45.0,12,2019,0.067,0.431,0,0,0,0,0,0,1,0,0,0,0,0,0
141.49,1,46944,0,77.0,12,2019,0.961,0.314,0,0,0,0,0,0,1,0,0,0,0,0,0
3.54,1,75830,0,44.0,7,2019,0.066,0.909,1,0,0,0,0,0,0,0,0,0,0,0,0
41.16,1,33804,0,28.0,11,2019,0.682,0.867,0,0,1,0,0,0,0,0,0,0,0,0,0
2.04,0,372,0,24.0,9,2019,0.487,0.361,1,0,0,0,0,0,0,0,0,0,0,0,0
104.72,1,3688,0,45.0,5,2019,0.66,0.505,0,0,0,0,0,0,1,0,0,0,0,0,0
15.19,1,129,0,53.0,7,2019,0.197,0.094,0,0,0,0,1,0,0,0,0,0,0,0,0
45.98,0,5760,0,40.0,8,2019,0.164,0.667,0,0,0,0,0,0,1,0,0,0,0,0,0
9.3,0,581,0,53.0,2,2020,0.891,0.712,0,0,0,0,0,0,0,0,1,0,0,0,0
7.43,0,1631,0,66.0,7,2019,0.711,0.518,0,0,0,0,0,0,0,0,1,0,0,0,0
18.43,0,1631,0,66.0,5,2019,0.605,0.965,0,0,0,0,0,1,0,0,0,0,0,0,0
254.89,1,450,0,72.0,3,2019,0.973,0.664,0,0,0,0,0,0,0,0,0,0,0,1,0
21.54,1,589,0,74.0,6,2020,0.815,0.248,1,0,0,0,0,0,0,0,0,0,0,0,0
66.23,0,718,0,34.0,6,2019,0.664,0.384,0,1,0,0,0,0,0,0,0,0,0,0,0
5.66,1,158701,0,41.0,8,2019,0.479,0.813,1,0,0,0,0,0,0,0,0,0,0,0,0
2.56,1,695,0,65.0,8,2019,0.87,0.825,0,0,0,0,0,0,0,0,0,1,0,0,0
55.8,1,9784,0,95.0,2,2020,0.867,0.295,0,0,0,0,0,0,0,0,0,0,0,1,0
15.13,0,191096,0,55.0,12,2019,0.538,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0
61.61,1,1063,0,91.0,12,2019,0.578,0.771,0,0,0,0,0,0,0,0,0,1,0,0,0
49.57,0,1186,0,32.0,6,2019,0.888,0.878,0,0,0,0,0,0,0,0,1,0,0,0,0
17.68,1,4653,0,22.0,4,2020,0.944,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0
99.1,0,1178,0,68.0,9,2019,0.831,0.131,0,1,0,0,0,0,0,0,0,0,0,0,0
98.26,1,2395,0,25.0,2,2019,0.625,0.055,0,0,0,0,0,0,0,0,0,0,1,0,0
97.72,1,895,0,20.0,3,2020,0.496,0.182,0,0,0,0,0,0,1,0,0,0,0,0,0
116.07,1,381459,0,46.0,3,2020,0.726,0.159,0,0,0,0,0,1,0,0,0,0,0,0,0
18.14,0,106,0,36.0,1,2020,0.374,0.082,0,0,0,0,1,0,0,0,0,0,0,0,0
20.75,0,2906700,0,34.0,10,2019,0.758,0.359,0,0,0,0,0,0,1,0,0,0,0,0,0
45.62,1,640470,0,53.0,7,2019,0.79,0.873,0,0,0,0,0,0,1,0,0,0,0,0,0
62.98,1,2518,0,74.0,2,2020,0.048,0.783,0,0,0,0,0,0,0,0,0,0,0,0,0
4.39,0,2307,0,50.0,12,2019,0.511,0.331,0,0,0,0,0,0,1,0,0,0,0,0,0
3.6,0,26551,0,42.0,7,2019,0.668,0.713,1,0,0,0,0,0,0,0,0,0,0,0,0
28.52,1,895,0,20.0,3,2020,0.13,0.748,0,0,0,0,0,0,0,0,0,1,0,0,0
2.2,0,1186,0,33.0,12,2019,0.293,0.422,0,0,0,0,0,0,0,0,1,0,0,0,0
5.17,0,2807,0,88.0,4,2019,0.222,0.959,0,0,0,0,0,0,0,0,0,0,1,0,0
8.22,0,5577,0,54.0,12,2019,0.674,0.706,0,0,0,0,0,0,0,0,0,1,0,0,0
88.65,1,27020,0,33.0,10,2019,0.059,0.97,1,0,0,0,0,0,0,0,0,0,0,0,0
64.36,1,626,0,58.0,2,2019,0.012,0.796,0,1,0,0,0,0,0,0,0,0,0,0,0
102.09,0,863,0,47.0,3,2020,0.945,0.645,0,0,0,0,1,0,0,0,0,0,0,0,0
16.32,0,1324,0,93.0,8,2019,0.811,0.627,0,0,0,0,0,0,0,0,0,0,1,0,0
131.32,0,59744,0,36.0,6,2020,0.09,0.196,0,0,0,0,0,0,1,0,0,0,0,0,0
53.41,1,409656,0,33.0,6,2019,0.794,0.541,0,0,0,0,0,0,0,0,1,0,0,0,0
174.92,0,3104,0,38.0,10,2019,0.774,0.849,0,0,0,0,0,0,0,0,0,0,0,1,0
175.83,0,2368,0,30.0,9,2019,0.088,0.164,0,0,0,0,0,0,1,0,0,0,0,0,0
4.89,0,73,0,84.0,4,2019,0.04,0.301,0,0,0,0,0,0,0,0,0,0,0,0,1
4.18,0,1606,0,54.0,6,2020,0.471,0.197,0,0,0,0,0,0,0,0,0,0,0,1,0
151.05,0,3458,0,33.0,6,2019,0.27,0.315,0,0,0,0,0,0,0,0,0,1,0,0,0
160.31,1,1897,0,66.0,7,2019,0.365,0.931,0,0,0,0,0,0,0,0,1,0,0,0,0
9.33,0,1019,0,40.0,6,2019,0.686,0.154,0,0,0,0,0,1,0,0,0,0,0,0,0
78.9,0,7155,0,42.0,6,2019,0.854,0.709,0,0,0,0,0,0,1,0,0,0,0,0,0
106.96,0,186140,0,36.0,8,2019,0.347,0.997,0,0,0,0,0,1,0,0,0,0,0,0,0
103.45,0,743,0,48.0,5,2020,0.419,0.069,0,0,0,1,0,0,0,0,0,0,0,0,0
83.98,1,13602,0,35.0,9,2019,0.864,0.628,0,0,0,1,0,0,0,0,0,0,0,0,0
9.9,1,653,0,53.0,4,2020,0.721,0.571,0,0,0,0,0,0,0,1,0,0,0,0,0
101.33,0,222785,0,63.0,5,2019,0.034,0.012,0,0,0,1,0,0,0,0,0,0,0,0,0
1.23,1,60,0,77.0,6,2019,0.948,0.538,0,0,0,0,0,0,0,0,1,0,0,0,0
8.62,0,22305,0,80.0,6,2019,0.816,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0
1.71,1,17867,0,21.0,3,2020,0.425,0.381,0,0,0,0,0,0,0,0,1,0,0,0,0
69.3,0,9521,0,41.0,3,2019,0.258,0.866,0,1,0,0,0,0,0,0,0,0,0,0,0
17.42,1,333497,0,51.0,11,2019,0.643,0.296,0,0,0,0,0,0,1,0,0,0,0,0,0
75.67,1,565,0,41.0,6,2020,0.312,0.639,0,0,0,0,1,0,0,0,0,0,0,0,0
88.92,1,463,0,71.0,11,2019,0.589,0.574,0,1,0,0,0,0,0,0,0,0,0,0,0
31.37,1,1426,0,63.0,5,2020,0.732,0.543,0,0,0,0,0,0,0,0,0,0,0,0,0
55.69,1,3688,0,46.0,4,2020,0.674,0.94,0,0,0,0,0,1,0,0,0,0,0,0,0
188.69,0,270712,0,48.0,5,2020,0.743,0.723,0,0,0,1,0,0,0,0,0,0,0,0,0
94.2,1,1302,0,43.0,6,2020,0.346,0.492,0,0,0,0,0,0,0,0,0,0,1,0,0
32.63,0,94325,0,31.0,5,2019,0.38,0.158,0,0,0,0,0,1,0,0,0,0,0,0,0
71.17,0,2504700,0,19.0,6,2019,0.319,0.028,0,1,0,0,0,0,0,0,0,0,0,0,0
45.87,0,15647,0,61.0,11,2019,0.656,0.668,1,0,0,0,0,0,0,0,0,0,0,0,0
85.94,0,350,0,64.0,2,2019,0.553,0.759,0,0,0,0,0,0,1,0,0,0,0,0,0
75.31,1,1126,0,39.0,9,2019,0.951,0.549,0,0,0,0,0,0,0,0,0,1,0,0,0
33.33,0,602,0,64.0,2,2019,0.088,0.224,1,0,0,0,0,0,0,0,0,0,0,0,0
85.0,0,722,0,29.0,1,2020,0.68,0.538,0,0,0,0,0,1,0,0,0,0,0,0,0
43.14,1,176,0,55.0,8,2019,0.188,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0
6.12,1,7163,0,37.0,10,2019,0.025,0.844,0,0,0,0,0,0,0,0,0,1,0,0,0
3.28,0,888,0,31.0,10,2019,0.283,0.533,0,0,0,0,1,0,0,0,0,0,0,0,0
10.28,0,1423,0,20.0,7,2019,0.996,0.941,0,0,0,0,0,0,0,0,0,1,0,0,0
21.02,0,2523,0,31.0,8,2019,0.817,0.397,0,0,0,0,0,0,0,0,0,0,1,0,0
55.8,1,376,0,81.0,10,2019,0.555,0.483,0,1,0,0,0,0,0,0,0,0,0,0,0
8.7,0,11432,0,33.0,4,2019,0.443,0.31,0,0,0,0,0,0,0,0,1,0,0,0,0
133.48,0,27971,0,35.0,8,2019,0.936,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0
67.84,0,299480,0,34.0,4,2019,0.918,0.222,0,0,0,0,0,1,0,0,0,0,0,0,0
9.93,1,3807,0,19.0,6,2019,0.929,0.823,0,0,0,0,0,0,0,0,0,0,1,0,0
209.32,0,1577385,0,61.0,12,2019,0.338,0.022,0,0,0,0,0,1,0,0,0,0,0,0,0
42.02,0,761,0,76.0,4,2020,0.962,0.607,0,0,1,0,0,0,0,0,0,0,0,0,0
146.69,1,1126,0,39.0,6,2020,0.77,0.488,0,0,0,0,0,0,0,0,0,0,0,1,0
64.29,1,2971,0,71.0,11,2019,0.478,0.781,0,1,0,0,0,0,0,0,0,0,0,0,0
64.74,1,631,0,47.0,3,2020,0.689,0.446,1,0,0,0,0,0,0,0,0,0,0,0,0
1670.92,1,3451,0,35.0,11,2019,0.254,0.318,0,0,0,0,0,0,0,0,0,0,1,0,0
132.9,0,2078,0,55.0,3,2019,0.083,0.88,0,0,0,0,0,0,0,0,0,0,0,1,0
62.71,1,493806,0,39.0,7,2019,0.233,0.808,0,1,0,0,0,0,0,0,0,0,0,0,0
2.35,1,3451,0,35.0,12,2019,0.142,0.702,1,0,0,0,0,0,0,0,0,0,0,0,0
48.38,0,1412,0,49.0,6,2020,0.163,0.503,0,1,0,0,0,0,0,0,0,0,0,0,0
5.28,1,3776,0,43.0,4,2020,0.634,0.78,0,0,0,0,0,0,0,0,0,0,1,0,0
173.33,0,4074,0,43.0,7,2019,0.876,0.939,0,0,0,0,0,0,0,0,0,1,0,0,0
75.23,1,349,0,41.0,3,2020,0.851,0.958,0,0,0,0,1,0,0,0,0,0,0,0,0
70.26,0,2036,0,47.0,5,2019,0.275,0.93,0,1,0,0,0,0,0,0,0,0,0,0,0
8.54,1,153,0,57.0,8,2019,0.529,0.106,0,0,0,0,0,0,0,0,0,1,0,0,0
74.75,1,134056,0,62.0,6,2019,0.54,0.314,0,1,0,0,0,0,0,0,0,0,0,0,0
98.44,1,914,0,75.0,12,2019,0.743,0.669,0,0,0,1,0,0,0,0,0,0,0,0,0
8.95,0,263,0,63.0,10,2019,0.898,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0
39.24,0,217,0,29.0,4,2019,0.535,0.164,1,0,0,0,0,0,0,0,0,0,0,0,0
10.49,0,1847,0,30.0,7,2019,0.345,0.646,0,0,0,0,0,1,0,0,0,0,0,0,0
56.51,1,53,0,27.0,11,2019,0.066,0.215,1,0,0,0,0,0,0,0,0,0,0,0,0
62.22,0,1617,0,29.0,6,2019,0.547,0.489,0,0,0,0,0,0,1,0,0,0,0,0,0
56.66,0,498,0,28.0,6,2019,0.902,0.884,0,1,0,0,0,0,0,0,0,0,0,0,0
9.25,1,207,0,64.0,12,2019,0.228,0.368,0,0,0,0,0,0,0,1,0,0,0,0,0
289.92,1,6018,0,72.0,9,2019,0.435,0.54,0,0,0,0,0,0,0,0,1,0,0,0,0
25.38,1,38912,0,58.0,4,2020,0.532,0.727,0,0,0,0,0,0,0,0,0,1,0,0,0
344.25,0,4993,0,70.0,8,2019,0.142,0.03,0,0,0,0,0,0,0,0,0,0,0,1,0
105.83,0,307,0,89.0,6,2020,0.945,0.354,0,0,0,1,0,0,0,0,0,0,0,0,0
226.96,1,3451,0,35.0,10,2019,0.498,0.535,0,0,0,0,0,0,0,1,0,0,0,0,0
50.23,1,1532,0,40.0,4,2020,0.455,0.233,0,0,0,0,0,0,1,0,0,0,0,0,0
74.34,0,165556,0,21.0,11,2019,0.038,0.45,0,0,0,1,0,0,0,0,0,0,0,0,0
7.18,0,248,0,51.0,5,2019,0.182,0.562,0,0,0,0,0,0,0,0,1,0,0,0,0
57.2,0,3876,0,59.0,5,2020,0.688,0.795,0,0,0,0,0,0,1,0,0,0,0,0,0
89.68,0,3066,0,91.0,8,2019,0.871,0.862,0,1,0,0,0,0,0,0,0,0,0,0,0
29.25,0,77,0,30.0,6,2020,0.179,0.237,0,0,0,0,0,1,0,0,0,0,0,0,0
44.91,1,471,0,78.0,6,2019,0.158,0.059,1,0,0,0,0,0,0,0,0,0,0,0,0
4.88,1,493806,0,39.0,3,2020,0.62,0.878,0,0,0,0,0,0,0,0,0,0,0,0,1
94.48,1,47249,0,38.0,8,2019,0.741,0.691,0,1,0,0,0,0,0,0,0,0,0,0,0
2.91,1,1506,0,59.0,2,2020,0.169,0.604,0,0,0,0,0,0,0,1,0,0,0,0,0
164.17,0,51,0,59.0,9,2019,0.474,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0
4.07,1,653,0,52.0,4,2019,0.424,0.843,0,0,0,0,0,0,0,1,0,0,0,0,0
8.59,0,36784,0,78.0,6,2020,0.756,0.121,0,0,0,0,0,1,0,0,0,0,0,0,0
1.54,1,2135,0,59.0,6,2020,0.261,0.835,0,0,0,0,0,0,0,0,0,0,1,0,0
32.55,0,22305,0,80.0,11,2019,0.63,0.853,0,0,0,0,0,0,0,0,0,1,0,0,0
1.04,1,192,0,55.0,10,2019,0.528,0.824,0,0,0,0,0,0,0,0,0,0,0,1,0
311.82,0,5161,0,26.0,10,2019,0.61,0.094,0,0,0,0,0,0,0,1,0,0,0,0,0
2.07,0,765,0,47.0,1,2020,0.676,0.598,0,0,0,0,0,0,0,0,0,0,0,1,0
59.37,1,6025,0,24.0,6,2019,0.032,0.655,0,1,0,0,0,0,0,0,0,0,0,0,0
1.45,1,4729,0,37.0,2,2020,0.522,0.807,1,0,0,0,0,0,0,0,0,0,0,0,0
56.25,0,269,0,53.0,8,2019,0.043,0.699,0,1,0,0,0,0,0,0,0,0,0,0,0
43.58,1,1383,0,53.0,3,2020,0.414,0.357,0,0,0,0,0,0,1,0,0,0,0,0,0
2.7,0,307,0,89.0,6,2020,0.055,0.405,0,0,0,0,0,0,0,1,0,0,0,0,0
63.06,1,79008,0,34.0,2,2019,0.836,0.761,0,0,0,1,0,0,0,0,0,0,0,0,0
1.26,0,5438,0,54.0,4,2019,0.974,0.197,0,0,0,0,0,0,0,0,1,0,0,0,0
145.85,1,1512,0,16.0,4,2020,0.061,0.731,0,0,0,0,0,0,0,0,1,0,0,0,0
69.65,0,2408,0,22.0,4,2020,0.683,0.307,0,0,0,0,0,0,0,0,1,0,0,0,0
100.24,0,1271,0,60.0,4,2019,0.156,0.586,0,0,0,1,0,0,0,0,0,0,0,0,0
2.79,0,1909,0,64.0,5,2019,0.423,0.126,0,0,0,0,0,0,0,0,0,1,0,0,0
25.98,1,20328,0,33.0,1,2019,0.234,0.473,1,0,0,0,0,0,0,0,0,0,0,0,0
4.49,1,71335,0,26.0,6,2020,0.984,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0
59.04,0,84106,0,48.0,12,2019,0.293,0.946,0,0,1,0,0,0,0,0,0,0,0,0,0
21.42,1,1126,0,64.0,4,2020,0.825,0.722,1,0,0,0,0,0,0,0,0,0,0,0,0
60.46,1,841711,0,57.0,5,2020,0.593,0.661,0,0,0,0,1,0,0,0,0,0,0,0,0
4.3,1,673342,0,52.0,5,2020,0.718,0.585,0,0,0,0,0,0,0,0,0,0,0,1,0
27.28,0,8007,0,78.0,6,2019,0.432,0.044,0,0,0,0,0,0,0,0,0,0,0,1,0
12.86,0,36784,0,77.0,5,2019,0.065,0.307,0,0,0,0,0,0,0,1,0,0,0,0,0
448.48,0,3495,0,31.0,11,2019,0.46,0.029,0,0,0,0,0,0,0,0,0,0,0,1,0
20.21,0,2786,0,54.0,10,2019,0.528,0.791,0,0,0,0,0,0,0,0,0,1,0,0,0
57.53,0,1791,0,54.0,2,2020,0.536,0.035,0,1,0,0,0,0,0,0,0,0,0,0,0
38.34,0,847,0,24.0,5,2020,0.467,0.801,0,0,0,0,0,0,1,0,0,0,0,0,0
39.36,1,3032,0,55.0,5,2020,0.372,0.584,0,0,0,0,0,1,0,0,0,0,0,0,0
15.2,1,3776,0,42.0,3,2019,0.247,0.679,0,0,0,0,0,1,0,0,0,0,0,0,0
1.63,0,31394,0,23.0,6,2020,0.505,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0
111.49,0,526,0,78.0,1,2019,0.841,0.282,0,0,0,0,1,0,0,0,0,0,0,0,0
139.43,0,242,0,32.0,6,2020,0.692,0.043,0,0,0,1,0,0,0,0,0,0,0,0,0
46.53,0,888,0,31.0,11,2019,0.707,0.735,0,0,0,0,1,0,0,0,0,0,0,0,0
50.06,0,50835,0,33.0,6,2019,0.611,0.898,0,0,0,0,0,0,0,0,0,1,0,0,0
185.16,0,105638,0,33.0,4,2020,0.738,0.631,0,0,0,1,0,0,0,0,0,0,0,0,0
35.94,1,33917,0,42.0,4,2020,0.679,0.712,0,0,1,0,0,0,0,0,0,0,0,0,0
104.04,0,1577385,0,37.0,2,2019,0.762,0.485,1,0,0,0,0,0,0,0,0,0,0,0,0
92.09,0,969,0,66.0,2,2020,0.059,0.789,0,0,0,1,0,0,0,0,0,0,0,0,0
48.92,0,2135,0,15.0,3,2020,0.823,0.189,0,1,0,0,0,0,0,0,0,0,0,0,0
3.53,0,9594,0,22.0,11,2019,0.764,0.522,0,0,0,0,0,0,0,0,0,0,0,0,1
74.19,0,4049,0,60.0,2,2020,0.235,0.021,0,0,0,0,0,0,1,0,0,0,0,0,0
1.2,0,328,0,35.0,6,2019,0.152,0.097,0,0,0,0,0,0,0,0,0,1,0,0,0
61.48,0,331,0,68.0,7,2019,0.49,0.098,0,0,0,0,1,0,0,0,0,0,0,0,0
85.11,0,460,0,14.0,2,2019,0.864,0.564,0,0,1,0,0,0,0,0,0,0,0,0,0
211.68,0,3495,0,31.0,12,2019,0.695,0.843,0,0,0,1,0,0,0,0,0,0,0,0,0
102.07,1,1261,0,47.0,12,2019,0.608,0.074,0,0,0,1,0,0,0,0,0,0,0,0,0
185.76,0,116155,0,36.0,5,2020,0.415,0.146,0,0,0,0,0,0,1,0,0,0,0,0,0
42.13,1,663,0,50.0,7,2019,0.415,0.717,0,0,0,0,1,0,0,0,0,0,0,0,0
194.88,0,18128,0,29.0,1,2020,0.451,0.246,0,0,0,1,0,0,0,0,0,0,0,0,0
79.89,0,1925,0,53.0,12,2019,0.96,0.485,1,0,0,0,0,0,0,0,0,0,0,0,0
49.17,1,3395,0,40.0,11,2019,0.565,0.941,0,0,0,0,0,0,0,0,0,0,0,1,0
10.83,0,16183,0,41.0,7,2019,0.27,0.708,0,0,0,0,1,0,0,0,0,0,0,0,0
55.54,0,241,0,44.0,7,2019,0.16,0.014,0,1,0,0,0,0,0,0,0,0,0,0,0
222.73,1,218,0,24.0,4,2020,0.852,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0
928.74,0,4913,0,52.0,1,2019,0.68,0.079,0,0,0,0,0,0,0,0,0,0,1,0,0
5.09,0,509,0,39.0,9,2019,0.928,0.122,1,0,0,0,0,0,0,0,0,0,0,0,0
24.65,0,5621,0,45.0,4,2019,0.496,0.131,0,0,0,0,0,1,0,0,0,0,0,0,0
8.11,1,32891,0,33.0,5,2020,0.571,0.764,0,0,0,0,0,0,0,0,0,0,1,0,0
71.56,0,5621,0,46.0,11,2019,0.042,0.047,0,1,0,0,0,0,0,0,0,0,0,0,0
23.26,1,4603,0,67.0,1,2020,0.428,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0
75.75,0,1789,0,38.0,5,2020,0.613,0.197,0,0,0,0,0,0,1,0,0,0,0,0,0
8.76,0,4056,0,28.0,5,2019,0.398,0.621,0,0,0,0,0,0,0,0,1,0,0,0,0
22.08,0,128354,0,27.0,11,2019,0.742,0.055,0,0,0,0,1,0,0,0,0,0,0,0,0
126.22,0,320420,0,44.0,12,2019,0.951,0.756,0,0,0,0,0,0,0,0,0,0,0,0,0
139.07,0,718,0,34.0,12,2019,0.9,0.497,0,0,0,0,1,0,0,0,0,0,0,0,0
11.84,1,54767,0,31.0,7,2019,0.976,0.239,0,0,0,0,0,0,0,0,0,1,0,0,0
21.72,0,224256,0,33.0,8,2019,0.777,0.181,1,0,0,0,0,0,0,0,0,0,0,0,0
47.03,1,5662,0,30.0,3,2020,0.453,0.91,0,0,0,0,0,0,1,0,0,0,0,0,0
55.42,1,817312,0,15.0,4,2019,0.254,0.835,0,1,0,0,0,0,0,0,0,0,0,0,0
5.17,1,24840,0,59.0,7,2019,0.1,0.001,0,0,0,0,1,0,0,0,0,0,0,0,0
2.21,1,828,0,61.0,1,2019,0.513,0.994,0,0,0,0,0,0,0,0,0,0,0,0,1
57.39,0,1645,0,33.0,7,2019,0.981,0.227,0,1,0,0,0,0,0,0,0,0,0,0,0
15.25,0,13983,0,40.0,11,2019,0.613,0.122,0,0,0,0,0,0,0,0,1,0,0,0,0
15.1,1,83,0,61.0,5,2020,0.445,0.939,0,0,0,0,0,0,0,0,0,1,0,0,0
85.36,0,50489,0,35.0,12,2019,0.618,0.951,1,0,0,0,0,0,0,0,0,0,0,0,0
44.77,1,1442,0,36.0,2,2019,0.691,0.413,0,0,1,0,0,0,0,0,0,0,0,0,0
6.01,1,3395,0,40.0,3,2019,0.795,0.158,0,0,0,0,0,0,0,0,1,0,0,0,0
3.25,0,1563,0,41.0,4,2019,0.184,0.142,0,0,0,0,0,0,0,0,0,0,1,0,0
239.59,0,190249,0,43.0,3,2020,0.66,0.485,0,0,0,1,0,0,0,0,0,0,0,0,0
29.1,0,24645,0,53.0,9,2019,0.15,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0
63.68,0,2504700,0,19.0,8,2019,0.544,0.724,0,0,0,0,0,0,0,0,0,0,1,0,0
25.84,0,54287,0,47.0,4,2020,0.726,0.686,0,0,0,0,0,0,0,0,1,0,0,0,0
50.9,0,70,0,62.0,2,2019,0.16,0.242,0,1,0,0,0,0,0,0,0,0,0,0,0
41.4,0,14871,0,45.0,12,2019,0.966,0.73,0,0,1,0,0,0,0,0,0,0,0,0,0
9.26,0,824,0,34.0,5,2020,0.381,0.642,0,0,0,0,0,0,0,1,0,0,0,0,0
91.87,1,95,0,25.0,10,2019,0.183,0.869,0,0,0,0,0,0,0,0,0,0,1,0,0
31.74,0,2307,0,49.0,7,2019,0.495,0.679,0,0,0,0,0,0,1,0,0,0,0,0,0
77.78,1,795,0,33.0,8,2019,0.856,0.62,0,0,0,0,1,0,0,0,0,0,0,0,0
122.12,0,2303,0,32.0,11,2019,0.481,0.661,0,0,0,1,0,0,0,0,0,0,0,0,0
66.57,0,1363,0,79.0,5,2020,0.58,0.477,1,0,0,0,0,0,0,0,0,0,0,0,0
78.32,1,116001,0,26.0,12,2019,0.379,0.159,0,1,0,0,0,0,0,0,0,0,0,0,0
63.95,1,276896,0,22.0,12,2019,0.847,0.267,0,1,0,0,0,0,0,0,0,0,0,0,0
52.99,0,6581,0,55.0,6,2019,0.021,0.998,1,0,0,0,0,0,0,0,0,0,0,0,0
48.54,1,1140,0,32.0,6,2019,0.355,0.374,0,0,0,0,0,0,1,0,0,0,0,0,0
42.4,0,771,0,46.0,1,2019,0.156,0.973,0,0,0,0,0,0,0,0,0,1,0,0,0
46.1,0,2456,0,26.0,5,2020,0.106,0.814,0,1,0,0,0,0,0,0,0,0,0,0,0
62.61,0,242,0,32.0,4,2020,0.28,0.036,0,0,0,0,0,1,0,0,0,0,0,0,0
21.91,0,5903,0,26.0,11,2019,0.65,0.343,0,0,0,0,0,1,0,0,0,0,0,0,0
108.61,0,269,0,53.0,3,2019,0.755,0.442,0,0,0,1,0,0,0,0,0,0,0,0,0
71.07,1,395,0,37.0,2,2019,0.338,0.623,0,1,0,0,0,0,0,0,0,0,0,0,0
90.56,1,229,0,35.0,3,2019,0.393,0.46,0,0,0,1,0,0,0,0,0,0,0,0,0
61.7,1,2135,0,58.0,11,2019,0.725,0.085,0,0,0,0,0,1,0,0,0,0,0,0,0
72.34,1,965,0,38.0,3,2020,0.735,0.665,0,0,0,0,0,1,0,0,0,0,0,0,0
45.1,1,1426,0,62.0,6,2019,0.707,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0
9.69,0,269,0,54.0,5,2020,0.166,0.837,0,0,0,0,0,0,0,0,0,1,0,0,0
33.22,0,836,0,38.0,1,2020,0.837,0.365,0,0,1,0,0,0,0,0,0,0,0,0,0
3.53,0,1617,0,29.0,12,2019,0.603,0.027,0,0,0,0,0,0,0,1,0,0,0,0,0
380.38,0,1274,0,70.0,6,2019,0.323,0.508,0,0,0,0,0,0,0,0,0,0,1,0,0
9.69,0,478,0,59.0,6,2019,0.614,0.088,0,0,0,0,0,0,0,0,0,0,0,0,1
34.23,1,76383,0,35.0,6,2020,0.371,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0
21.54,0,1166,0,36.0,3,2020,0.781,0.666,0,0,0,0,0,0,0,0,0,1,0,0,0
107.36,1,1078,0,29.0,7,2019,0.648,0.532,0,0,0,1,0,0,0,0,0,0,0,0,0
52.92,1,116001,0,25.0,5,2019,0.137,0.77,0,0,0,1,0,0,0,0,0,0,0,0,0
122.31,0,50835,0,33.0,3,2019,0.738,0.154,0,0,0,0,0,0,0,1,0,0,0,0,0
37.91,1,1831,0,65.0,3,2019,0.009,0.705,0,0,0,0,0,0,1,0,0,0,0,0,0
21.13,0,346,0,42.0,9,2019,0.834,0.003,0,0,0,0,0,0,0,0,0,1,0,0,0
164.89,0,3688,0,31.0,3,2019,0.765,0.189,0,0,0,0,0,0,0,1,0,0,0,0,0
86.77,0,1324,0,93.0,8,2019,0.296,0.275,0,0,0,0,0,0,0,1,0,0,0,0,0
88.61,0,163415,0,14.0,12,2019,0.246,0.017,0,0,0,0,1,0,0,0,0,0,0,0,0
115.15,1,168,0,41.0,12,2019,0.858,0.669,0,0,0,0,0,0,0,1,0,0,0,0,0
79.42,1,1979,0,49.0,12,2019,0.669,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0
6.16,0,167,0,31.0,6,2020,0.887,0.534,0,0,0,0,0,0,0,0,0,0,0,1,0
108.8,1,686,0,39.0,2,2020,0.479,0.479,0,0,0,1,0,0,0,0,0,0,0,0,0
64.37,0,2368,0,29.0,6,2019,0.519,0.26,0,1,0,0,0,0,0,0,0,0,0,0,0
8.37,1,124967,0,39.0,6,2020,0.669,0.446,0,0,0,0,0,0,0,0,0,0,0,1,0
139.52,1,13422,0,57.0,7,2019,0.142,0.367,0,0,0,0,0,0,0,0,1,0,0,0,0
