amt,gender,city_pop,age,trans_month,trans_year,latitudinal_distance,longitudinal_distance,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
856.76,0,533,30.0,2,2020,0.379,0.888,0,0,0,0,0,0,0,0,0,0,1,0,0
149.19,0,1089,48.0,11,2019,0.294,0.238,0,0,0,0,0,0,0,0,0,0,0,0,0
67.63,1,595,39.0,5,2019,0.3,0.078,0,1,0,0,0,0,0,0,0,0,0,0,0
21.9,1,589,73.0,7,2019,0.061,0.896,0,1,0,0,0,0,0,0,0,0,0,0,0
32.55,0,22305,80.0,11,2019,0.63,0.853,0,0,0,0,0,0,0,0,0,1,0,0,0
33.42,1,71335,25.0,6,2019,0.508,0.815,0,0,0,0,0,0,0,0,0,0,1,0,0
35.26,1,4653,22.0,8,2019,0.246,0.093,0,0,0,0,0,0,1,0,0,0,0,0,0
9.1,1,1078,30.0,10,2019,0.864,0.288,0,0,0,0,0,0,0,0,1,0,0,0,0
20.04,0,1022298,52.0,4,2020,0.073,0.683,0,0,0,0,0,0,0,0,0,1,0,0,0
78.39,1,5507,46.0,9,2019,0.141,0.837,0,1,0,0,0,0,0,0,0,0,0,0,0
913.18,0,106,36.0,12,2019,0.238,0.524,0,0,0,0,0,0,0,0,0,0,0,1,0
1070.81,1,899,52.0,2,2020,0.955,0.631,0,0,0,0,0,0,0,0,0,0,1,0,0
277.92,1,4603,66.0,9,2019,0.738,0.461,0,0,0,1,0,0,0,0,0,0,0,0,0
311.41,1,298,56.0,11,2019,0.432,0.153,0,0,0,1,0,0,0,0,0,0,0,0,0
966.41,1,4354,25.0,8,2019,0.664,0.575,0,0,0,0,0,0,0,0,0,0,1,0,0
833.02,1,478404,78.0,3,2019,0.209,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0
287.5,0,3487,60.0,5,2020,0.588,0.996,0,0,0,1,0,0,0,0,0,0,0,0,0
8.9,0,7565,67.0,6,2019,0.01,0.092,0,0,0,0,0,0,0,0,0,0,0,0,1
12.83,0,328,36.0,5,2020,0.282,0.105,0,0,0,0,0,0,0,0,1,0,0,0,0
984.69,1,1858,35.0,6,2019,0.113,0.614,0,0,0,0,0,0,0,0,0,0,1,0,0
22.36,0,156391,51.0,10,2019,0.091,0.839,0,0,0,0,0,1,0,0,0,0,0,0,0
67.88,0,27971,35.0,12,2019,0.04,0.602,0,0,0,0,0,0,0,0,0,0,0,0,0
652.76,0,1271,60.0,3,2019,0.119,0.003,0,0,0,0,0,0,0,1,0,0,0,0,0
271.33,1,5848,38.0,9,2019,0.503,0.265,0,0,0,1,0,0,0,0,0,0,0,0,0
969.97,1,6006,35.0,11,2019,0.626,0.116,0,0,0,0,0,0,0,0,0,0,1,0,0
1012.54,1,3807,20.0,12,2019,0.438,0.308,0,0,0,0,0,0,0,0,0,0,1,0,0
5.99,0,1228,30.0,4,2020,0.419,0.859,0,0,0,0,0,1,0,0,0,0,0,0,0
9.25,0,13973,38.0,8,2019,0.593,0.652,0,0,0,0,0,0,0,1,0,0,0,0,0
64.1,0,8333,24.0,2,2019,0.261,0.316,0,1,0,0,0,0,0,0,0,0,0,0,0
3.73,0,641349,53.0,3,2020,0.744,0.989,0,0,0,0,0,0,0,0,0,0,1,0,0
22.06,0,5895,44.0,8,2019,0.682,0.961,0,0,0,0,0,0,0,0,0,1,0,0,0
46.84,0,99,54.0,4,2020,0.923,0.223,0,0,0,0,0,0,0,0,1,0,0,0,0
64.59,0,6841,20.0,8,2019,0.14,0.401,0,0,0,0,1,0,0,0,0,0,0,0,0
59.37,1,6025,24.0,6,2019,0.032,0.655,0,1,0,0,0,0,0,0,0,0,0,0,0
759.29,0,104,30.0,1,2020,0.828,0.959,0,0,0,0,0,0,0,0,0,0,1,0,0
173.21,1,18760,86.0,8,2019,0.442,0.36,0,0,0,0,0,0,0,0,0,0,1,0,0
18.53,1,140,77.0,3,2019,0.93,0.799,0,1,0,0,0,0,0,0,0,0,0,0,0
660.36,1,1195,46.0,5,2020,0.243,0.748,0,0,0,0,0,0,0,0,0,0,0,1,0
320.93,0,10295,21.0,3,2019,0.233,0.404,0,0,0,1,0,0,0,0,0,0,0,0,0
893.85,1,18760,87.0,6,2020,0.332,0.788,0,0,0,0,0,0,0,0,0,0,1,0,0
71.12,0,241,44.0,6,2019,0.921,0.999,0,1,0,0,0,0,0,0,0,0,0,0,0
384.91,0,167,31.0,3,2020,0.097,0.848,0,0,0,1,0,0,0,0,0,0,0,0,0
717.17,0,3688,32.0,5,2020,0.122,0.708,0,0,0,0,0,0,0,1,0,0,0,0,0
32.87,0,5875,27.0,8,2019,0.616,0.939,0,0,0,0,1,0,0,0,0,0,0,0,0
1108.71,1,471,52.0,6,2020,0.459,0.677,0,0,0,0,0,0,0,0,0,0,1,0,0
310.66,1,68211,78.0,6,2019,0.96,0.772,0,0,0,1,0,0,0,0,0,0,0,0,0
1029.22,0,2383912,60.0,2,2020,0.212,0.616,0,0,0,0,0,0,0,0,0,0,1,0,0
19.68,1,1165,74.0,7,2019,0.755,0.76,0,0,0,0,1,0,0,0,0,0,0,0,0
1030.02,1,477,31.0,5,2019,0.607,0.073,0,0,0,0,0,0,0,0,0,0,1,0,0
756.9,1,459921,50.0,11,2019,0.613,0.865,0,0,0,0,0,0,0,1,0,0,0,0,0
5.17,1,190178,61.0,6,2020,0.453,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0
98.05,1,687276,45.0,10,2019,0.119,0.321,0,1,0,0,0,0,0,0,0,0,0,0,0
9.05,1,214703,25.0,4,2020,0.692,0.868,0,0,0,0,0,0,0,0,0,0,1,0,0
808.97,0,2016,66.0,12,2019,0.69,0.276,0,0,0,0,0,0,0,1,0,0,0,0,0
688.58,1,4005,74.0,9,2019,0.641,0.687,0,0,0,0,0,0,0,1,0,0,0,0,0
336.2,1,275,54.0,6,2019,0.221,0.825,0,0,0,1,0,0,0,0,0,0,0,0,0
950.67,1,970,26.0,3,2020,0.894,0.547,0,0,0,0,0,0,0,0,0,0,1,0,0
8.23,1,28739,19.0,12,2019,0.502,0.285,1,0,0,0,0,0,0,0,0,0,0,0,0
1105.42,0,16955,57.0,2,2019,0.264,0.511,0,0,0,0,0,0,0,0,0,0,1,0,0
3.84,1,169,65.0,7,2019,0.431,0.289,0,0,0,0,0,0,0,0,1,0,0,0,0
2.22,0,2036,47.0,2,2019,0.298,0.022,0,0,0,0,0,0,0,0,0,0,0,1,0
634.9,0,1078,67.0,12,2019,0.968,0.326,0,0,0,0,0,0,0,1,0,0,0,0,0
6.67,0,973849,22.0,1,2019,0.282,0.427,1,0,0,0,0,0,0,0,0,0,0,0,0
776.34,1,471,78.0,12,2019,0.188,0.494,0,0,0,0,0,0,0,1,0,0,0,0,0
45.81,0,8830,28.0,10,2019,0.445,0.681,0,0,0,0,0,0,0,0,1,0,0,0,0
1034.8,0,77,29.0,2,2019,0.853,0.604,0,0,0,0,0,0,0,0,0,0,0,1,0
16.98,0,4542,21.0,5,2019,0.592,0.934,1,0,0,0,0,0,0,0,0,0,0,0,0
8.31,0,14871,45.0,6,2019,0.308,0.933,0,0,0,0,0,0,0,0,0,0,0,0,1
39.75,1,75830,44.0,3,2019,0.007,0.602,0,0,0,1,0,0,0,0,0,0,0,0,0
8.14,0,6841,19.0,4,2019,0.563,0.924,0,0,1,0,0,0,0,0,0,0,0,0,0
1019.02,0,5903,26.0,3,2020,0.443,0.232,0,0,0,0,0,0,0,0,0,0,1,0,0
1090.93,1,389246,49.0,10,2019,0.78,0.483,0,0,0,0,0,0,0,0,0,0,1,0,0
111.5,0,69,28.0,4,2020,0.462,0.267,0,0,0,1,0,0,0,0,0,0,0,0,0
17.69,1,129,53.0,10,2019,0.177,0.163,0,0,0,0,0,0,0,0,0,0,0,1,0
11.01,1,13835,51.0,5,2019,0.742,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0
713.97,1,1897,66.0,10,2019,0.569,0.818,0,0,0,0,0,0,0,1,0,0,0,0,0
3.38,0,932,64.0,9,2019,0.376,0.714,0,0,0,0,0,0,0,0,0,0,0,0,1
873.51,1,757530,53.0,3,2020,0.587,0.106,0,0,0,0,0,0,0,1,0,0,0,0,0
82.29,0,513,43.0,12,2019,0.281,0.607,0,0,0,0,0,1,0,0,0,0,0,0,0
6.81,0,4198,17.0,5,2019,0.533,0.106,0,1,0,0,0,0,0,0,0,0,0,0,0
458.41,1,177,45.0,2,2020,0.853,0.537,0,0,0,0,0,0,0,0,0,0,0,0,0
41.3,0,641349,43.0,5,2019,0.478,0.376,0,0,1,0,0,0,0,0,0,0,0,0,0
706.3,1,804,54.0,7,2019,0.684,0.831,0,0,0,0,0,0,0,0,0,0,0,1,0
725.6,1,1306,61.0,6,2020,0.901,0.26,0,0,0,0,0,0,0,1,0,0,0,0,0
82.83,0,1178,67.0,5,2019,0.806,0.788,0,1,0,0,0,0,0,0,0,0,0,0,0
965.21,0,27829,64.0,3,2019,0.979,0.621,0,0,0,0,0,0,0,0,0,0,1,0,0
50.99,0,21125,35.0,6,2020,0.77,0.214,0,0,0,0,0,0,1,0,0,0,0,0,0
318.84,0,4046,55.0,4,2020,0.168,0.271,0,0,0,1,0,0,0,0,0,0,0,0,0
33.22,0,836,38.0,1,2020,0.837,0.365,0,0,1,0,0,0,0,0,0,0,0,0,0
43.08,1,341,40.0,1,2019,0.241,0.003,0,0,0,0,0,0,1,0,0,0,0,0,0
35.94,1,33917,42.0,4,2020,0.679,0.712,0,0,1,0,0,0,0,0,0,0,0,0,0
253.0,1,269,56.0,9,2019,0.8,0.356,0,0,0,0,0,0,0,0,1,0,0,0,0
322.61,1,16163,32.0,8,2019,0.117,0.516,0,0,0,1,0,0,0,0,0,0,0,0,0
940.94,1,47772,54.0,3,2020,0.719,0.246,0,0,0,0,0,0,0,0,0,0,1,0,0
524.44,0,151785,44.0,3,2019,0.921,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0
4.57,0,601723,33.0,11,2019,0.298,0.633,0,0,0,0,0,0,0,0,0,0,1,0,0
58.62,0,191096,55.0,5,2019,0.971,0.618,0,1,0,0,0,0,0,0,0,0,0,0,0
894.3,1,1453,46.0,4,2020,0.516,0.939,0,0,0,0,0,0,0,0,0,0,1,0,0
4.41,0,1490,29.0,6,2020,0.545,0.998,0,0,0,0,0,0,0,0,0,0,0,0,1
116.98,0,7420,63.0,3,2020,0.814,0.467,1,0,0,0,0,0,0,0,0,0,0,0,0
25.98,1,1831,66.0,12,2019,0.434,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0
6.69,0,27971,35.0,8,2019,0.267,0.442,0,0,0,0,0,0,0,0,1,0,0,0,0
2.46,1,1461,83.0,6,2019,0.418,0.374,0,0,0,0,0,0,0,0,0,0,1,0,0
1030.43,0,976,19.0,1,2019,0.671,0.086,0,0,0,0,0,0,0,0,0,0,0,1,0
1004.14,1,14783,63.0,2,2019,0.357,0.585,0,0,0,0,0,0,0,0,0,0,1,0,0
327.57,1,2135,58.0,4,2019,0.179,0.677,0,0,0,1,0,0,0,0,0,0,0,0,0
713.0,1,13835,53.0,6,2020,0.823,0.672,0,0,0,0,0,0,0,1,0,0,0,0,0
26.22,0,910148,43.0,8,2019,0.721,0.334,0,0,0,0,0,0,0,0,0,1,0,0,0
33.0,1,5619,60.0,7,2019,0.056,0.062,0,0,0,0,0,0,0,0,0,1,0,0,0
17.32,0,1909,64.0,7,2019,0.627,0.923,0,1,0,0,0,0,0,0,0,0,0,0,0
302.98,1,172817,77.0,9,2019,0.902,0.625,0,0,0,1,0,0,0,0,0,0,0,0,0
48.31,1,653,53.0,9,2019,0.558,0.351,1,0,0,0,0,0,0,0,0,0,0,0,0
57.18,1,407,40.0,7,2019,0.007,0.585,1,0,0,0,0,0,0,0,0,0,0,0,0
270.59,1,1453,46.0,4,2020,0.18,0.015,0,0,0,1,0,0,0,0,0,0,0,0,0
104.03,0,106,36.0,4,2020,0.98,0.515,0,0,0,0,0,0,1,0,0,0,0,0,0
4.56,0,520,27.0,8,2019,0.713,0.191,0,0,0,0,0,0,0,0,0,0,0,1,0
908.46,0,37,61.0,3,2019,0.619,0.828,0,0,0,0,0,0,0,0,0,0,1,0,0
20.21,0,2368,29.0,1,2019,0.262,0.472,0,0,0,0,0,0,1,0,0,0,0,0,0
133.47,1,74,75.0,3,2020,0.606,0.369,0,0,0,1,0,0,0,0,0,0,0,0,0
1128.77,1,19803,20.0,8,2019,0.151,0.702,0,0,0,0,0,0,0,0,0,0,1,0,0
351.2,0,337,64.0,5,2019,0.411,0.167,0,0,0,1,0,0,0,0,0,0,0,0,0
10.23,0,4575,27.0,9,2019,0.822,0.978,0,0,0,0,0,0,0,0,0,0,0,0,1
41.66,0,378909,43.0,4,2020,0.925,0.916,0,0,1,0,0,0,0,0,0,0,0,0,0
785.5,0,22191,25.0,9,2019,0.086,0.857,0,0,0,0,0,0,0,0,0,0,0,1,0
80.8,1,365,28.0,3,2019,0.254,0.428,0,0,0,0,0,1,0,0,0,0,0,0,0
21.25,1,1979,49.0,7,2019,0.531,0.851,1,0,0,0,0,0,0,0,0,0,0,0,0
37.45,0,2856,92.0,6,2019,0.395,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0
757.26,0,2303,32.0,12,2019,0.364,0.67,0,0,0,0,0,0,0,1,0,0,0,0,0
91.2,1,1654,28.0,11,2019,0.906,0.458,0,0,0,0,0,1,0,0,0,0,0,0,0
779.23,1,18408,47.0,5,2020,0.665,0.927,0,0,0,0,0,0,0,1,0,0,0,0,0
60.19,1,11253,61.0,3,2019,0.678,0.773,0,0,0,0,0,0,1,0,0,0,0,0,0
7.09,0,1493,34.0,3,2020,0.161,0.062,0,0,0,0,0,0,0,0,0,0,0,1,0
45.33,0,2206,33.0,2,2020,0.462,0.829,0,1,0,0,0,0,0,0,0,0,0,0,0
309.2,1,749635,47.0,5,2020,0.224,0.636,0,0,0,1,0,0,0,0,0,0,0,0,0
85.78,0,34496,49.0,6,2020,0.2,0.343,0,0,0,0,0,0,0,0,0,1,0,0,0
51.63,1,1302,42.0,7,2019,0.832,0.351,0,0,1,0,0,0,0,0,0,0,0,0,0
10.12,1,38912,57.0,10,2019,0.347,0.034,0,0,0,0,0,0,0,0,0,0,0,0,1
815.01,0,136,66.0,1,2020,0.317,0.194,0,0,0,0,0,0,0,1,0,0,0,0,0
9.9,1,104396,69.0,1,2020,0.192,0.706,0,0,0,0,0,0,0,0,0,0,0,0,1
10.93,1,9815,44.0,2,2020,0.75,0.636,0,0,0,0,0,0,0,0,0,0,0,0,1
998.42,1,823,37.0,8,2019,0.409,0.152,0,0,0,0,0,0,0,0,0,0,1,0,0
134.6,1,1360,34.0,7,2019,0.153,0.602,0,0,0,0,0,0,0,0,0,0,0,1,0
44.97,0,310,40.0,5,2019,0.813,0.904,0,0,0,0,1,0,0,0,0,0,0,0,0
23.89,1,35439,35.0,5,2020,0.026,0.097,0,0,0,0,0,1,0,0,0,0,0,0,0
39.61,0,42384,27.0,4,2020,0.941,0.94,0,0,0,0,0,0,1,0,0,0,0,0,0
53.75,0,276,90.0,6,2019,0.836,0.334,0,1,0,0,0,0,0,0,0,0,0,0,0
840.98,0,4431,93.0,2,2019,0.435,0.468,0,0,0,0,0,0,0,1,0,0,0,0,0
740.56,1,18408,47.0,5,2020,0.084,0.162,0,0,0,0,0,0,0,1,0,0,0,0,0
290.77,1,9141,81.0,9,2019,0.863,0.98,0,0,0,1,0,0,0,0,0,0,0,0,0
105.26,1,2054,42.0,9,2019,0.226,0.574,0,0,0,1,0,0,0,0,0,0,0,0,0
300.29,1,3730,28.0,1,2020,0.848,0.898,0,0,0,1,0,0,0,0,0,0,0,0,0
678.26,1,349,40.0,12,2019,0.958,0.685,0,0,0,0,0,0,0,1,0,0,0,0,0
6.78,0,1661,30.0,6,2019,0.626,0.389,0,0,0,0,0,0,0,0,0,0,0,1,0
41.16,1,3766,35.0,9,2019,0.903,0.071,0,0,0,1,0,0,0,0,0,0,0,0,0
120.7,0,743,46.0,4,2019,0.783,0.459,0,0,0,0,0,0,0,0,0,0,1,0,0
914.36,1,124967,38.0,10,2019,0.139,0.744,0,0,0,0,0,0,0,0,0,0,1,0,0
21.84,0,104,30.0,1,2020,0.153,0.756,0,0,0,0,0,0,1,0,0,0,0,0,0
975.74,0,736284,57.0,5,2019,0.565,0.986,0,0,0,0,0,0,0,0,0,0,0,1,0
15.68,1,1979,48.0,3,2019,0.344,0.591,0,0,0,0,0,1,0,0,0,0,0,0,0
25.62,1,25459,50.0,12,2019,0.063,0.912,0,0,0,0,0,0,0,0,0,1,0,0,0
14.73,1,43102,68.0,7,2019,0.598,0.549,0,0,0,0,1,0,0,0,0,0,0,0,0
38.08,0,1847,31.0,6,2020,0.635,0.446,0,0,0,0,0,0,0,0,0,0,0,0,0
103.66,0,94014,33.0,4,2019,0.559,0.428,0,0,0,0,0,0,0,0,0,1,0,0,0
17.81,0,836,38.0,6,2020,0.711,0.712,0,0,0,0,1,0,0,0,0,0,0,0,0
310.33,0,1100,70.0,6,2020,0.052,0.859,0,0,0,1,0,0,0,0,0,0,0,0,0
1093.9,1,22930,48.0,4,2020,0.081,0.967,0,0,0,0,0,0,0,0,0,0,1,0,0
3.24,0,2054,56.0,4,2020,0.25,0.84,0,0,0,0,0,0,0,0,0,0,0,0,1
5.09,0,509,39.0,9,2019,0.928,0.122,1,0,0,0,0,0,0,0,0,0,0,0,0
773.79,1,470,53.0,3,2019,0.044,0.578,0,0,0,0,0,0,0,1,0,0,0,0,0
380.38,0,1274,70.0,6,2019,0.323,0.508,0,0,0,0,0,0,0,0,0,0,1,0,0
10.02,0,167,31.0,3,2020,0.278,0.818,0,1,0,0,0,0,0,0,0,0,0,0,0
40.36,0,85,34.0,7,2019,0.573,0.291,0,0,0,0,0,0,0,0,0,1,0,0,0
25.16,1,190178,46.0,12,2019,0.326,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0
9.15,0,67082,57.0,2,2020,0.617,0.174,0,0,0,0,0,0,0,0,1,0,0,0,0
303.92,1,95035,32.0,12,2019,0.756,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0
301.4,1,4653,21.0,1,2019,0.501,0.596,0,0,0,1,0,0,0,0,0,0,0,0,0
1.26,1,158701,41.0,7,2019,0.726,0.907,0,0,0,0,0,0,0,0,0,0,1,0,0
193.45,0,3495,31.0,12,2019,0.07,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0
32.39,0,16183,42.0,12,2019,0.822,0.153,0,0,0,0,0,1,0,0,0,0,0,0,0
823.23,1,27020,32.0,2,2019,0.558,0.945,0,0,0,0,0,0,0,1,0,0,0,0,0
133.65,1,267,14.0,9,2019,0.125,0.989,0,0,0,0,0,0,0,0,0,0,0,1,0
45.62,1,640470,53.0,7,2019,0.79,0.873,0,0,0,0,0,0,1,0,0,0,0,0,0
43.86,1,519,53.0,5,2019,0.037,0.499,0,0,0,0,0,0,0,1,0,0,0,0,0
24.14,0,5161,26.0,5,2019,0.127,0.21,0,0,0,0,0,0,1,0,0,0,0,0,0
368.43,0,1643,42.0,1,2019,0.933,0.087,0,0,0,1,0,0,0,0,0,0,0,0,0
669.15,0,917,24.0,2,2020,0.177,0.834,0,0,0,0,0,0,0,0,1,0,0,0,0
113.17,1,6284,83.0,10,2019,0.881,0.064,1,0,0,0,0,0,0,0,0,0,0,0,0
43.71,1,83,60.0,4,2019,0.608,0.887,0,0,0,0,0,0,0,0,0,1,0,0,0
12.66,1,19054,42.0,8,2019,0.688,0.759,0,0,0,0,0,1,0,0,0,0,0,0,0
12.53,1,3451,35.0,3,2020,0.878,0.325,0,0,1,0,0,0,0,0,0,0,0,0,0
3.48,0,516,53.0,10,2019,0.858,0.435,1,0,0,0,0,0,0,0,0,0,0,0,0
74.27,1,207410,35.0,11,2019,0.631,0.084,0,0,0,0,0,1,0,0,0,0,0,0,0
5.69,1,31515,48.0,12,2019,0.617,0.058,0,0,0,0,0,0,0,0,0,1,0,0,0
243.88,0,255,47.0,4,2019,0.175,0.023,0,0,0,0,1,0,0,0,0,0,0,0,0
18.03,0,969,65.0,6,2019,0.733,0.021,0,1,0,0,0,0,0,0,0,0,0,0,0
22.89,1,337,33.0,1,2020,0.578,0.301,0,0,0,0,0,0,0,0,0,1,0,0,0
884.9,1,15269,26.0,10,2019,0.701,0.77,0,0,0,0,0,0,0,0,0,0,1,0,0
807.09,0,533,30.0,2,2020,0.583,0.396,0,0,0,0,0,0,0,0,1,0,0,0,0
756.17,1,55581,46.0,6,2019,0.082,0.945,0,0,0,0,0,0,0,1,0,0,0,0,0
87.08,1,23727,37.0,5,2019,0.806,0.909,0,1,0,0,0,0,0,0,0,0,0,0,0
9.17,0,46563,49.0,2,2020,0.236,0.726,0,0,0,0,0,1,0,0,0,0,0,0,0
13.57,1,124967,38.0,10,2019,0.209,0.337,0,1,0,0,0,0,0,0,0,0,0,0,0
118.23,0,3285,30.0,1,2019,0.038,0.525,1,0,0,0,0,0,0,0,0,0,0,0,0
36.83,0,601723,33.0,5,2019,0.255,0.968,1,0,0,0,0,0,0,0,0,0,0,0,0
808.11,1,1414,62.0,5,2020,0.51,0.225,0,0,0,0,0,0,0,0,0,0,0,1,0
421.92,0,3164,58.0,8,2019,0.565,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0
970.12,0,85,34.0,6,2019,0.675,0.371,0,0,0,0,0,0,0,0,0,0,1,0,0
4.77,1,43102,68.0,10,2019,0.02,0.936,0,0,0,0,0,0,0,0,0,0,0,0,0
1.39,1,5211,32.0,11,2019,0.871,0.371,0,0,0,0,0,0,0,0,0,0,0,1,0
10.36,0,151022,80.0,6,2019,0.838,0.662,0,0,0,0,0,1,0,0,0,0,0,0,0
1.59,0,2607,23.0,4,2019,0.526,0.236,0,0,0,0,0,0,0,0,0,0,0,1,0
21.69,0,123373,26.0,8,2019,0.959,0.514,0,0,0,0,0,0,1,0,0,0,0,0,0
4.8,0,1533,84.0,4,2019,0.302,0.461,0,0,0,0,0,0,1,0,0,0,0,0,0
273.92,1,5662,30.0,12,2019,0.267,0.594,0,0,0,1,0,0,0,0,0,0,0,0,0
296.56,1,5548,44.0,12,2019,0.435,0.216,0,0,0,1,0,0,0,0,0,0,0,0,0
1010.53,0,413574,51.0,2,2020,0.711,0.306,0,0,0,0,0,0,0,0,0,0,0,1,0
289.27,0,151022,79.0,2,2019,0.284,0.057,0,0,0,1,0,0,0,0,0,0,0,0,0
271.04,0,151022,79.0,2,2019,0.463,0.88,0,0,0,1,0,0,0,0,0,0,0,0,0
2.64,1,601723,49.0,8,2019,0.776,0.66,0,0,0,0,0,0,0,0,0,0,1,0,0
749.98,1,190178,59.0,2,2019,0.996,0.262,0,0,0,0,0,0,0,1,0,0,0,0,0
281.48,1,680,52.0,8,2019,0.995,0.665,0,0,0,0,0,0,0,0,0,0,1,0,0
251.77,0,302,45.0,3,2019,0.716,0.02,0,0,0,0,0,1,0,0,0,0,0,0,0
133.12,1,341,40.0,8,2019,0.145,0.697,0,0,0,0,0,0,0,0,0,0,0,1,0
876.91,1,8269,43.0,5,2020,0.673,0.072,0,0,0,0,0,0,0,0,0,0,1,0,0
753.84,0,70,63.0,5,2020,0.904,0.65,0,0,0,0,0,0,0,0,0,0,0,1,0
72.88,1,1126,39.0,2,2020,0.821,0.513,0,0,0,0,0,0,0,0,0,0,1,0,0
788.28,0,136,19.0,3,2019,0.342,0.214,0,0,0,0,0,0,0,1,0,0,0,0,0
1101.16,0,18128,28.0,8,2019,0.313,0.751,0,0,0,0,0,0,0,0,0,0,1,0,0
5.69,1,238602,25.0,1,2019,0.928,0.077,0,0,0,0,0,0,0,0,1,0,0,0,0
309.02,1,198,59.0,2,2019,0.081,0.522,0,0,0,1,0,0,0,0,0,0,0,0,0
905.28,0,205,59.0,1,2019,0.624,0.925,0,0,0,0,0,0,0,0,0,0,1,0,0
890.46,1,518429,23.0,9,2019,0.843,0.767,0,0,0,0,0,0,0,0,0,0,0,1,0
326.21,1,140,77.0,3,2019,0.536,0.396,0,0,0,1,0,0,0,0,0,0,0,0,0
1111.45,1,1078,30.0,10,2019,0.341,0.485,0,0,0,0,0,0,0,0,0,0,1,0,0
24.16,1,7268,31.0,4,2020,0.469,0.878,1,0,0,0,0,0,0,0,0,0,0,0,0
89.68,1,238602,26.0,9,2019,0.44,0.246,0,0,0,1,0,0,0,0,0,0,0,0,0
809.36,1,798,93.0,3,2020,0.544,0.381,0,0,0,0,0,0,0,1,0,0,0,0,0
52.92,1,116001,25.0,5,2019,0.137,0.77,0,0,0,1,0,0,0,0,0,0,0,0,0
6.94,0,42817,37.0,10,2019,0.079,0.439,0,0,0,0,0,0,0,0,0,0,0,0,1
922.1,0,77,29.0,2,2019,0.953,0.761,0,0,0,0,0,0,0,0,0,0,0,1,0
809.88,0,136,66.0,1,2020,0.246,0.228,0,0,0,0,0,0,0,1,0,0,0,0,0
8.44,0,338,31.0,10,2019,0.528,0.119,0,0,0,0,0,0,0,0,1,0,0,0,0
872.14,0,642,73.0,6,2020,0.341,0.167,0,0,0,0,0,0,0,0,0,0,1,0,0
290.8,0,910148,43.0,4,2019,0.95,0.988,0,0,0,0,0,0,0,0,0,0,0,0,0
83.33,1,198,41.0,11,2019,0.964,0.29,0,0,0,0,0,0,0,0,0,0,1,0,0
13.69,0,26551,42.0,12,2019,0.985,0.49,0,0,0,0,0,0,0,1,0,0,0,0,0
958.27,0,932,65.0,4,2020,0.142,0.298,0,0,0,0,0,0,0,0,0,0,1,0,0
37.44,0,241,44.0,2,2019,0.63,0.831,0,0,0,0,1,0,0,0,0,0,0,0,0
26.56,1,648,50.0,1,2020,0.618,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0
33.11,0,165,74.0,3,2020,0.958,0.021,0,0,0,0,0,0,1,0,0,0,0,0,0
59.63,0,5895,44.0,6,2020,0.681,0.225,0,0,1,0,0,0,0,0,0,0,0,0,0
1054.06,1,2290,73.0,6,2019,0.113,0.477,0,0,0,0,0,0,0,0,0,0,1,0,0
1.72,0,73,84.0,10,2019,0.135,0.984,0,0,0,0,0,1,0,0,0,0,0,0,0
4.39,0,509,38.0,4,2019,0.173,0.556,0,0,0,0,0,0,0,1,0,0,0,0,0
749.94,1,21635,17.0,1,2019,0.546,0.269,0,0,0,0,0,0,0,1,0,0,0,0,0
613.7,0,1749,46.0,3,2020,0.754,0.662,0,0,0,0,0,0,0,0,0,0,0,1,0
39.35,0,16183,41.0,6,2019,0.055,0.083,0,0,1,0,0,0,0,0,0,0,0,0,0
122.38,1,1165,75.0,11,2019,0.754,0.112,0,0,0,1,0,0,0,0,0,0,0,0,0
52.46,0,3495,32.0,3,2020,0.266,0.144,0,0,0,0,0,0,0,1,0,0,0,0,0
914.49,0,927396,58.0,3,2019,0.045,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0
19.12,0,1563,42.0,5,2020,0.953,0.005,0,0,0,0,0,0,0,0,0,1,0,0,0
299.93,1,1442,36.0,4,2019,0.232,0.127,0,0,0,1,0,0,0,0,0,0,0,0,0
127.24,0,1725,52.0,6,2019,0.345,0.369,0,0,0,1,0,0,0,0,0,0,0,0,0
7.36,0,2368,29.0,4,2019,0.327,0.391,0,0,0,0,0,0,0,0,1,0,0,0,0
2.35,1,3451,35.0,12,2019,0.142,0.702,1,0,0,0,0,0,0,0,0,0,0,0,0
2.37,0,932,64.0,2,2019,0.9,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0
259.96,1,99475,48.0,2,2019,0.224,0.125,0,0,0,1,0,0,0,0,0,0,0,0,0
